ID	Mass	Radius	e	a	Torb	Incl	
300d	2.41	1.59	0.655	1.195	265.36	-73.79	
301a	1.18	1.06	0.221	0.567	56.74	3.32	
302a	0.54	0.83	0.057	0.019	0.54	-66.73	
303a	1.56	1.12	0.018	1.004	201.32	27.07	
304a	0.28	0.72	0.019	0.010	0.21	-31.30	
305a	0.81	0.94	0.426	0.026	0.85	36.38	
305b	0.44	0.77	0.028	2.814	944.89	-10.33	
305c	2.92	1.79	0.080	0.582	88.94	-42.51	
306a	0.39	0.78	0.095	1.248	279.07	-12.40	
307a	1.85	1.15	0.028	0.890	168.19	-82.04	
308a	1.03	1.03	0.146	2.763	919.16	48.40	
309a	0.75	0.95	0.015	0.016	0.48	49.06	
310a	1.77	1.21	0.631	0.198	17.89	68.73	
311a	0.22	0.64	0.054	0.071	4.06	66.68	
311b	0.83	0.94	0.041	0.585	95.85	-2.63	
312a	2.34	1.28	0.024	0.014	0.24	26.43	
313a	1.52	1.14	0.188	0.302	24.77	31.97	
313b	2.14	1.44	0.074	1.187	193.33	80.29	
313c	1.61	1.13	0.015	2.950	757.42	-84.27	
313d	1.77	1.17	0.042	1.565	292.81	-13.48	
314a	0.34	0.72	0.016	0.067	2.53	14.16	
315a	1.83	1.21	0.436	1.611	456.97	-62.64	
315b	2.49	1.34	0.506	0.013	0.33	-37.43	
316a	1.54	1.15	0.043	0.012	0.22	42.07	
317a	1.88	1.22	0.024	1.951	592.13	-2.45	
317b	1.51	1.13	0.878	2.108	664.78	68.01	
317c	1.61	1.15	0.088	2.935	1092.34	86.82	
318a	1.15	1.01	0.527	2.255	782.98	41.54	
319a	2.66	1.52	0.444	0.726	110.43	5.31	
320a	1.93	1.16	0.330	0.015	0.43	-24.93	
321a	2.51	1.32	0.014	0.043	1.47	-85.56	
322a	2.09	1.17	0.026	2.931	817.63	-28.78	
323a	2.78	1.29	0.089	2.421	792.22	-46.76	
324a	2.20	1.46	0.500	2.956	911.42	-20.22	
325a	0.46	0.77	0.155	0.806	144.15	35.45	
326a	1.35	1.12	0.201	2.319	694.07	84.74	
327a	1.71	1.19	0.090	2.705	961.08	8.31	
328a	2.42	1.46	0.021	0.119	7.94	-52.40	
329a	0.51	0.84	0.041	0.058	2.71	-6.51	
330a	1.22	1.07	0.107	1.678	410.60	51.61	
331a	0.43	0.76	0.019	2.797	1049.73	-73.20	
332a	1.49	1.09	0.011	1.252	212.16	-49.52	
332b	0.98	0.98	0.908	2.343	543.26	-44.92	
332c	2.57	1.29	0.640	0.151	8.88	-65.29	
333a	1.41	1.09	0.032	2.944	1040.88	-9.87	
334a	2.96	1.41	0.410	0.190	17.12	73.69	
335a	2.47	1.43	0.140	2.888	1006.40	-0.92	
335b	0.52	0.87	0.115	1.140	249.58	60.56	
335c	2.16	1.43	0.133	0.014	0.35	53.36	
336a	0.73	0.90	0.014	0.025	0.82	7.95	
337a	1.46	1.07	0.072	2.184	650.15	-72.38	
338a	1.45	1.08	0.030	0.246	22.90	-6.49	
338b	2.00	1.19	0.096	2.926	941.32	-57.47	
338c	2.03	1.36	0.066	0.951	174.59	-6.70	
339a	0.31	0.73	0.044	0.478	46.23	6.56	
340a	2.93	1.51	0.220	0.081	3.21	-21.86	
341a	1.27	1.06	0.322	0.200	20.88	19.67	
341b	0.99	1.02	0.016	0.010	0.25	4.26	
341c	0.14	0.58	0.018	2.221	772.09	7.99	
342a	1.99	1.22	0.191	1.741	339.98	-35.59	
343a	1.21	1.02	0.176	0.767	117.03	55.10	
344a	0.62	0.91	0.141	1.031	281.93	52.49	
345a	0.46	0.80	0.023	0.017	0.37	70.29	
346a	1.91	1.20	0.306	0.012	0.32	56.03	
347a	0.51	0.83	0.011	1.105	276.48	86.12	
348a	1.60	1.14	0.041	0.472	57.25	46.20	
349a	0.10	0.52	0.049	1.118	252.62	11.09	
349b	1.47	1.11	0.880	2.380	784.79	-26.24	
349c	1.94	1.21	0.048	0.023	0.75	-19.07	
350a	1.58	1.14	0.154	0.045	2.15	-28.40	
351a	0.67	0.93	0.534	2.269	734.54	26.42	
352a	0.39	0.79	0.032	2.950	956.95	60.96	
353a	2.18	1.26	0.612	0.083	4.54	73.61	
353b	1.38	1.09	0.150	1.885	488.76	69.66	
353c	2.69	1.37	0.133	2.889	927.73	60.78	
354a	2.58	1.46	0.535	0.651	86.16	-57.95	
355a	2.58	1.22	0.016	0.461	62.26	-33.12	
355b	1.77	1.13	0.469	2.939	1003.71	-61.63	
356a	0.41	0.81	0.069	2.191	704.51	-72.35	
357a	0.17	0.63	0.112	2.763	923.66	84.22	
358a	2.43	1.36	0.190	2.447	769.85	-14.20	
359a	1.72	1.13	0.189	0.013	0.29	-66.25	
360a	2.16	1.35	0.110	2.925	522.08	-13.33	
361a	0.57	0.84	0.474	2.506	770.57	1.78	
362a	1.39	1.14	0.032	0.293	30.76	-40.46	
362b	2.26	1.32	0.227	0.352	40.52	39.70	
362c	1.51	1.12	0.039	2.937	977.94	47.91	
362d	2.93	1.35	0.785	0.060	2.88	23.14	
363a	1.06	0.99	0.163	0.980	144.57	43.88	
364a	2.95	1.64	0.664	2.895	656.43	31.16	
365a	2.34	1.26	0.030	1.103	219.79	-27.23	
366a	2.86	1.51	0.714	0.355	41.08	78.69	
367a	2.39	1.43	0.062	0.020	0.60	16.14	
368a	0.94	0.99	0.423	2.952	1202.06	84.86	
369a	2.34	1.22	0.011	2.858	949.47	-38.75	
370a	2.91	1.49	0.064	0.027	0.89	-86.75	
371a	1.17	1.04	0.101	0.051	2.24	86.69	
372a	2.31	1.51	0.043	0.018	0.46	78.80	
373a	0.71	0.94	0.156	0.560	83.38	60.29	
374a	2.80	1.79	0.730	0.020	0.55	53.03	
375a	1.01	1.03	0.043	1.267	274.67	38.89	
376a	2.87	1.54	0.064	0.073	4.41	-5.52	
376b	0.77	0.96	0.260	1.110	262.87	-18.90	
376c	0.64	0.88	0.079	1.472	401.65	65.57	
377a	2.55	1.48	0.117	0.026	0.92	-56.71	
378a	0.60	0.88	0.020	0.009	0.22	79.19	
379a	2.92	1.67	0.117	0.433	58.97	5.85	
379b	0.61	0.85	0.096	0.648	107.96	-48.87	
379c	2.99	1.63	0.658	2.285	715.38	-75.93	
380a	0.08	0.48	0.108	0.024	0.88	58.98	
381a	2.23	1.48	0.287	0.015	0.31	30.13	
382a	1.97	1.25	0.035	1.516	368.26	79.73	
382b	2.63	1.48	0.108	1.069	218.23	-83.91	
382c	2.80	1.34	0.057	0.017	0.45	56.65	
382d	1.39	1.12	0.205	0.108	7.03	-36.03	
383a	2.29	1.53	0.240	2.798	959.58	-72.39	
384a	2.39	1.32	0.019	2.797	988.75	-63.79	
385a	1.21	1.07	0.476	2.442	815.68	14.34	
386a	1.45	1.14	0.241	2.922	1143.89	87.53	
387a	1.98	1.24	0.070	0.491	68.56	-83.00	
387b	0.42	0.76	0.122	2.758	912.27	85.59	
387c	3.10	1.85	0.070	0.330	37.84	-25.27	
388a	2.26	1.39	0.221	0.252	25.21	-2.56	
389a	2.40	1.60	0.078	1.946	484.99	67.20	
390a	2.81	1.36	0.042	0.947	204.92	18.80	
390b	0.89	0.94	0.687	0.516	82.26	66.57	
390c	1.59	1.12	0.029	0.011	0.25	18.68	
390d	3.07	1.62	0.191	0.485	75.05	-67.42	
391a	0.14	0.57	0.305	1.491	330.47	34.33	
391b	0.59	0.88	0.084	0.009	0.15	61.88	
391c	0.84	0.93	0.104	2.426	685.58	-32.66	
392a	0.26	0.66	0.446	0.100	5.77	49.15	
392b	2.25	1.45	0.381	0.015	0.33	-13.05	
392c	2.81	1.65	0.996	0.015	0.35	33.89	
393a	1.45	1.15	0.764	0.014	0.35	-48.31	
393b	1.70	1.12	0.880	0.020	0.57	-71.65	
393c	2.48	1.29	0.017	0.177	15.13	52.94	
394a	2.18	1.14	0.022	2.748	807.83	4.68	
395a	1.44	1.12	0.139	2.451	510.56	20.86	
396a	2.84	1.54	0.103	0.646	103.52	26.74	
397a	1.74	1.18	0.029	2.926	997.26	-83.52	
398a	0.65	0.86	0.037	2.494	784.60	-72.05	
399a	2.00	1.17	0.119	0.057	2.70	16.35	
400a	1.24	1.04	0.020	1.558	382.00	-35.87	
401a	0.83	0.94	0.161	0.091	5.35	78.95	
402a	1.44	1.06	0.532	2.794	917.63	-88.29	
403a	0.73	0.94	0.027	0.009	0.19	-71.61	
404a	1.37	1.13	0.804	2.126	491.49	-57.03	
405a	1.06	0.99	0.096	0.138	10.10	-42.12	
406a	0.72	0.91	0.026	2.818	793.49	-26.66	
407a	0.60	0.85	0.407	2.504	837.55	68.60	
408a	0.58	0.87	0.998	0.098	6.70	-64.53	
408b	0.80	0.96	0.064	0.400	55.28	-28.12	
408c	0.74	0.88	0.190	1.227	297.23	-80.82	
409a	1.01	1.01	0.765	2.878	950.79	-59.05	
410a	2.63	1.36	0.067	0.014	0.25	-12.49	
410b	0.68	0.90	0.060	0.021	0.47	64.48	
411a	1.84	1.23	0.020	0.403	52.24	21.00	
411b	1.05	1.04	0.160	0.319	36.74	64.99	
411c	1.77	1.13	0.657	0.568	87.38	23.51	
411d	1.48	1.11	0.095	1.737	467.22	82.99	
412a	2.79	1.74	0.106	0.100	6.43	44.05	
413a	1.37	1.12	0.059	0.148	12.15	-54.70	
413b	0.20	0.62	0.201	0.138	10.95	83.52	
413c	0.41	0.76	0.122	1.321	325.03	49.25	
414a	2.29	1.56	0.015	2.878	1045.23	85.31	
415a	0.11	0.53	0.400	0.006	0.11	7.14	
416a	0.61	0.84	0.219	0.123	9.23	-66.04	
417a	1.92	1.21	0.532	0.021	0.55	-10.47	
418a	1.38	1.09	0.828	0.140	9.17	-4.59	
418b	2.41	1.23	0.441	2.392	648.89	-39.54	
419a	0.91	0.98	0.256	0.412	49.30	64.23	
420a	1.76	1.20	0.085	0.597	78.95	63.96	
421a	2.63	1.64	0.033	1.251	252.84	-44.53	
422a	1.18	1.08	0.031	1.398	324.79	51.83	
423a	0.55	0.88	0.028	1.041	172.54	-71.94	
424a	1.23	1.08	0.085	0.570	91.44	-37.99	
425a	0.69	0.87	0.025	0.746	131.41	-62.82	
426a	0.64	0.87	0.996	0.009	0.19	-32.72	
427a	1.17	1.01	0.871	0.580	86.03	-66.24	
427b	0.50	0.82	0.703	2.134	607.02	-85.06	
427c	1.29	1.05	0.032	0.743	124.77	-50.46	
427d	0.37	0.73	0.018	0.330	37.00	48.75	
428a	2.27	1.38	0.044	1.477	394.30	89.86	
429a	0.96	1.01	0.027	0.076	4.21	-74.86	
430a	3.05	1.89	0.115	2.589	654.99	-72.40	
430b	0.77	0.96	0.121	0.014	0.27	56.45	
430c	3.06	1.56	0.196	0.160	10.02	-56.17	
430d	1.16	1.05	0.452	2.385	579.02	-51.26	
431a	1.88	1.18	0.019	0.562	70.82	31.16	
432a	1.87	1.19	0.023	2.437	817.41	-47.56	
433a	1.82	1.21	0.040	0.266	29.39	-4.78	
433b	0.45	0.81	0.059	2.938	1076.11	-72.54	
433c	2.74	1.59	0.479	2.805	1003.94	-53.29	
434a	2.08	1.17	0.092	1.656	392.66	5.91	
435a	1.62	1.11	0.016	0.011	0.26	21.43	
436a	2.06	1.10	0.236	0.026	0.67	-25.93	
437a	2.51	1.64	0.183	0.021	0.57	-6.19	
438a	0.42	0.78	0.230	2.404	724.20	-71.49	
438b	1.42	1.07	0.614	0.344	39.28	-36.23	
438c	0.12	0.57	0.172	2.943	980.75	-33.86	
438d	0.63	0.89	0.013	2.932	975.51	50.58	
439a	1.19	1.08	0.659	2.008	561.58	-29.03	
440a	3.04	1.70	0.416	0.079	4.40	9.80	
441a	0.63	0.87	0.313	0.797	128.03	-4.88	
442a	2.91	1.56	0.078	2.857	869.60	66.77	
442b	1.54	1.11	0.293	0.105	6.11	-69.77	
443a	2.88	1.49	0.029	2.822	873.58	20.03	
444a	0.11	0.51	0.215	0.045	1.96	62.91	
444b	0.60	0.90	0.011	0.009	0.17	-15.94	
444c	3.04	1.72	0.613	0.020	0.59	-23.82	
445a	1.10	1.03	0.908	0.857	140.63	-62.58	
446a	1.80	1.20	0.229	0.086	4.80	78.44	
447a	2.00	1.22	0.420	0.073	4.67	-40.85	
448a	3.06	1.57	0.084	2.786	917.62	-57.94	
449a	2.36	1.16	0.011	2.234	658.89	44.06	
449b	1.90	1.20	0.011	0.116	7.78	84.83	
450a	1.36	1.07	0.031	2.042	553.62	68.31	
451a	1.51	1.14	0.118	0.554	79.99	-80.89	
451b	2.69	1.62	0.064	0.054	2.42	12.10	
451c	3.02	1.76	0.790	0.017	0.43	-1.09	
451d	1.98	1.25	0.964	2.192	628.94	55.59	
452a	2.06	1.24	0.141	0.017	0.45	30.43	
453a	1.65	1.11	0.152	0.868	186.19	24.46	
454a	2.96	1.56	0.385	0.193	18.63	61.78	
455a	0.80	0.95	0.810	1.848	553.71	-9.48	
456a	1.25	1.07	0.286	2.234	681.42	-48.87	
457a	1.14	1.00	0.027	2.926	842.25	62.25	
457b	2.58	1.45	0.857	1.320	255.20	-55.23	
458a	0.79	0.92	0.281	0.011	0.19	60.91	
458b	2.46	1.30	0.011	0.013	0.24	61.48	
458c	1.37	1.10	0.312	0.011	0.19	-20.30	
458d	0.92	0.97	0.104	2.393	595.68	-48.98	
459a	1.59	1.17	0.018	1.644	435.55	-35.57	
459b	0.24	0.69	0.011	2.423	779.31	-64.77	
459c	2.33	1.34	0.032	2.758	946.21	-66.63	
459d	2.19	1.37	0.551	0.014	0.35	-85.04	
460a	0.69	0.89	0.088	0.009	0.17	-41.85	
461a	2.58	1.36	0.039	0.016	0.44	-26.20	
462a	2.27	1.34	0.111	1.447	343.39	-19.06	
463a	2.89	1.81	0.011	2.957	885.61	77.93	
464a	2.25	1.39	0.981	2.953	883.60	32.66	
464b	1.57	1.17	0.103	0.012	0.22	-36.52	
464c	1.26	1.07	0.179	0.350	36.07	30.89	
465a	0.71	0.94	0.421	1.952	526.41	30.67	
466a	2.16	1.41	0.512	1.835	337.66	-32.42	
467a	2.51	1.26	0.075	1.437	356.92	11.50	
467b	0.81	0.94	0.663	2.734	936.34	-81.07	
467c	2.30	1.11	0.059	1.161	259.25	-57.20	
467d	1.72	1.14	0.104	0.030	1.10	-2.62	
468a	3.01	1.74	0.395	0.265	28.99	75.66	
469a	1.41	1.08	0.030	0.034	1.15	75.42	
469b	1.51	1.16	0.293	2.952	925.75	0.74	
470a	1.26	1.05	0.012	0.010	0.20	41.44	
471a	2.96	1.41	0.164	2.196	663.80	-86.33	
471b	1.88	1.19	0.097	0.012	0.28	27.03	
471c	1.12	1.01	0.609	0.088	5.35	-38.22	
471d	2.73	1.26	0.021	2.896	1005.69	81.38	
472a	2.62	1.34	0.104	0.230	17.67	-7.33	
473a	1.23	1.08	0.518	0.012	0.32	-41.92	
474a	1.97	1.21	0.922	0.799	148.74	47.53	
474b	2.82	1.78	0.508	2.623	884.32	-19.79	
474c	0.62	0.88	0.032	0.850	162.99	-85.98	
475a	0.42	0.77	0.076	2.428	877.50	-72.46	
476a	0.57	0.83	0.802	1.649	491.19	-77.39	
477a	2.42	1.22	0.067	0.013	0.25	-83.49	
477b	1.88	1.18	0.104	0.070	3.18	-75.69	
478a	3.01	1.77	0.133	0.045	1.64	-9.80	
479a	2.25	1.37	0.023	2.877	972.26	25.37	
480a	0.95	1.02	0.195	0.029	0.97	-17.09	
481a	2.51	1.24	0.012	1.673	394.05	-6.21	
482a	2.82	1.71	0.108	2.208	419.34	-47.26	
483a	2.89	1.60	0.878	0.906	144.26	60.91	
483b	1.77	1.17	0.060	2.319	590.22	-80.81	
483c	1.04	0.99	0.039	0.139	8.66	30.11	
483d	0.59	0.86	0.742	0.076	3.53	26.77	
484a	2.08	1.03	0.096	0.302	25.16	2.40	
484b	1.93	1.21	0.020	1.339	235.44	61.62	
485a	0.41	0.78	0.389	0.715	141.10	-89.83	
485b	1.91	1.23	0.101	2.894	1148.65	19.60	
485c	0.40	0.74	0.647	0.603	109.22	-89.46	
486a	1.66	1.14	0.635	2.922	1165.43	9.72	
487a	1.13	1.04	0.347	0.028	1.08	27.95	
488a	0.80	0.91	0.061	1.785	512.29	33.55	
488b	1.62	1.15	0.575	0.052	2.56	70.04	
488c	0.94	0.97	0.018	0.012	0.28	-20.94	
488d	1.36	1.11	0.016	0.011	0.26	74.59	
489a	2.94	1.81	0.299	0.033	1.15	25.25	
489b	2.79	1.41	0.074	0.014	0.32	0.94	
489c	1.77	1.14	0.047	2.188	616.49	10.64	
490a	1.43	1.14	0.045	0.011	0.21	-43.42	
490b	2.60	1.42	0.025	0.014	0.31	-12.10	
490c	1.58	1.11	0.242	0.729	118.47	-54.21	
491a	1.62	1.13	0.230	0.418	49.21	82.46	
492a	2.71	1.64	0.276	2.830	693.65	-59.34	
493a	1.70	1.15	0.012	2.947	943.67	-82.70	
494a	2.76	1.54	0.618	0.183	15.68	40.33	
495a	1.73	1.16	0.243	0.233	22.49	-86.86	
495b	0.73	0.93	0.013	0.011	0.22	-70.41	
495c	2.53	1.21	0.018	2.953	1015.82	85.36	
496a	2.86	1.80	0.022	0.023	0.55	-42.13	
496b	0.65	0.89	0.158	0.976	157.08	-43.54	
497a	0.62	0.88	0.935	2.253	667.64	31.79	
497b	2.14	1.41	0.014	0.018	0.50	57.44	
498a	0.16	0.61	0.035	2.910	1143.53	-11.76	
499a	1.36	1.10	0.133	0.927	161.19	-19.59	
500a	1.73	1.17	0.603	0.127	9.19	-33.69	
501a	0.93	0.94	0.341	0.030	1.02	87.46	
502a	3.03	1.55	0.064	0.780	135.41	-20.91	
502b	0.12	0.55	0.943	1.826	484.64	-44.21	
502c	2.16	1.09	0.022	0.014	0.32	-68.65	
503a	2.50	1.51	0.127	0.015	0.38	40.62	
503b	2.44	1.59	0.016	0.230	23.89	50.12	
503c	1.06	1.03	0.101	0.013	0.34	-61.56	
504a	0.80	0.94	0.760	0.009	0.18	47.37	
505a	1.43	1.08	0.069	0.011	0.28	-25.98	
505b	2.96	1.37	0.584	2.840	1095.73	-87.63	
505c	2.44	1.44	0.019	2.723	1028.66	62.89	
505d	1.20	1.07	0.297	0.019	0.59	-11.20	
505e	0.59	0.87	0.056	2.169	731.58	-67.22	
506a	1.29	1.12	0.093	0.083	3.81	74.65	
507a	1.26	1.03	0.016	0.335	40.99	-10.66	
508a	0.47	0.83	0.166	2.338	715.52	-29.66	
508b	2.19	1.27	0.168	0.663	108.11	30.68	
508c	1.09	1.01	0.056	2.319	706.83	-46.72	
508d	1.44	1.06	0.433	0.056	2.67	-37.70	
508e	3.06	1.43	0.029	0.246	24.42	-60.38	
509a	1.24	1.09	0.011	0.353	39.99	74.06	
510a	1.07	0.99	0.119	2.913	888.27	-45.98	
510b	1.30	1.06	0.024	0.583	79.53	5.18	
510c	0.87	0.94	0.038	2.819	845.57	-49.60	
511a	0.78	0.95	0.115	0.762	130.03	-5.15	
512a	2.16	1.22	0.156	0.657	94.77	-3.74	
513a	1.84	1.17	0.011	1.387	280.37	-73.87	
514a	2.60	1.51	0.184	0.044	1.59	-65.92	
515a	2.34	1.42	0.066	2.930	972.50	-63.67	
516a	2.03	1.16	0.083	0.025	0.79	-68.50	
517a	2.78	1.55	0.101	1.059	220.18	-57.47	
518a	0.61	0.90	0.019	0.013	0.31	-27.69	
518b	1.96	1.23	0.027	0.348	42.75	-50.09	
519a	2.92	1.76	0.156	0.544	80.91	5.59	
519b	2.80	1.63	0.300	0.127	9.14	-36.28	
520a	2.43	1.58	0.067	1.165	253.42	7.80	
521a	0.93	0.97	0.636	2.046	590.01	69.58	
522a	0.82	0.93	0.479	2.079	717.87	5.73	
523a	0.86	0.97	0.013	0.012	0.25	-79.65	
524a	3.05	1.45	0.470	2.091	498.69	-76.73	
524b	2.77	1.44	0.875	0.130	7.70	88.97	
524c	0.46	0.82	0.016	2.911	819.64	13.57	
524d	2.32	1.48	0.021	2.955	838.28	81.82	
525a	1.38	1.10	0.179	0.995	204.58	-53.93	
525b	2.49	1.57	0.585	0.015	0.40	74.47	
525c	2.05	1.31	0.512	0.013	0.30	-3.77	
525d	2.90	1.41	0.048	2.285	711.58	-84.12	
526a	1.44	1.10	0.720	2.536	858.56	-72.17	
527a	2.45	1.58	0.776	1.486	385.03	34.06	
528a	1.49	1.15	0.024	0.538	90.30	43.16	
529a	1.12	1.07	0.072	0.175	13.28	-5.66	
530a	1.36	1.08	0.158	2.780	754.96	36.44	
531a	0.32	0.71	0.554	0.068	4.10	-38.62	
532a	0.68	0.90	0.710	2.168	588.37	65.21	
533a	1.07	1.02	0.074	0.421	52.61	46.81	
533b	0.32	0.72	0.118	2.944	971.34	-70.43	
533c	3.03	1.88	0.080	0.024	0.71	54.09	
534a	1.07	1.00	0.253	2.454	758.62	-30.96	
534b	0.14	0.58	0.080	1.588	394.99	18.27	
534c	1.97	1.19	0.015	0.012	0.25	-70.31	
535a	2.28	1.29	0.011	0.963	150.19	-18.46	
536a	2.29	1.13	0.044	0.013	0.31	33.06	
536b	2.63	1.61	0.970	1.201	279.86	-62.27	
536c	0.54	0.86	0.163	2.382	781.28	36.07	
537a	2.39	1.20	0.296	0.013	0.28	11.55	
537b	0.59	0.89	0.068	0.252	25.38	62.70	
538a	2.36	1.30	0.121	2.578	795.33	67.29	
538b	1.26	1.07	0.198	0.180	14.64	57.64	
539a	0.60	0.84	0.196	0.012	0.24	-43.40	
540a	1.83	1.21	0.011	0.015	0.33	-42.05	
540b	2.97	1.57	0.075	1.837	464.54	50.29	
540c	1.37	1.08	0.163	2.039	543.33	28.56	
540d	0.27	0.72	0.090	2.905	923.66	-33.64	
541a	1.93	1.21	0.179	0.014	0.38	36.26	
542a	2.47	1.58	0.038	1.846	554.06	42.65	
542b	2.76	1.73	0.021	2.633	944.10	18.66	
542c	0.86	0.97	0.610	0.881	182.72	-55.91	
543a	3.00	1.88	0.283	0.601	84.21	-71.06	
544a	3.10	1.62	0.063	0.016	0.40	-17.34	
545a	2.36	1.35	0.073	0.594	80.80	12.56	
546a	0.33	0.73	0.012	2.885	1064.20	66.37	
547a	1.01	1.04	0.660	0.909	176.74	-8.71	
548a	2.29	1.47	0.048	2.870	991.82	-65.22	
548b	1.90	1.24	0.105	0.347	41.66	-2.64	
549a	2.43	1.64	0.588	2.555	833.39	25.35	
549b	1.10	1.03	0.583	0.067	3.50	75.31	
549c	0.90	0.95	0.382	2.065	605.45	26.14	
549d	2.79	1.44	0.022	0.803	146.94	-37.67	
550a	1.99	1.18	0.042	0.042	1.92	-24.45	
551a	2.54	1.35	0.036	0.821	149.63	-24.36	
552a	1.94	1.18	0.063	1.300	305.36	25.41	
552b	2.50	1.30	0.130	0.466	65.50	-50.47	
552c	2.16	1.51	0.041	2.599	863.41	60.03	
553a	1.17	1.08	0.680	1.725	419.39	-80.53	
553b	1.91	1.24	0.177	2.938	931.78	39.51	
553c	1.74	1.13	0.252	0.020	0.51	89.25	
553d	0.69	0.89	0.932	1.633	386.03	-20.61	
554a	0.27	0.70	0.135	0.008	0.13	-80.41	
555a	0.46	0.83	0.015	0.238	21.88	-25.49	
555b	0.21	0.65	0.528	2.948	952.36	29.77	
555c	0.52	0.85	0.047	0.602	87.94	-2.30	
556a	1.55	1.11	0.233	2.284	660.52	60.74	
557a	1.86	1.16	0.037	1.037	204.64	-5.26	
557b	1.56	1.14	0.037	1.612	396.61	-22.08	
558a	1.43	1.10	0.104	2.059	544.56	18.31	
558b	0.62	0.90	0.063	1.855	465.67	-58.60	
559a	2.48	1.25	0.396	0.027	0.85	-81.02	
560a	0.24	0.69	0.116	0.009	0.17	78.40	
560b	0.15	0.60	0.012	0.006	0.09	5.84	
561a	1.44	1.08	0.032	0.011	0.22	83.40	
561b	0.61	0.85	0.205	0.015	0.34	-37.04	
561c	2.22	1.37	0.093	0.339	38.31	53.25	
562a	0.39	0.75	0.502	2.464	801.06	82.02	
562b	2.30	1.18	0.574	0.245	25.10	-17.25	
562c	0.17	0.63	0.547	0.007	0.11	46.38	
563a	2.81	1.76	0.654	0.018	0.41	-44.78	
564a	1.56	1.17	0.013	2.900	882.49	81.32	
565a	1.88	1.17	0.027	2.954	1207.97	-30.19	
566a	1.96	1.17	0.032	2.946	993.51	16.34	
567a	2.68	1.28	0.539	0.012	0.27	-89.76	
568a	1.86	1.21	0.270	1.849	485.07	57.25	
569a	2.99	1.51	0.016	0.074	3.37	-25.24	
570a	1.12	0.99	0.766	2.406	682.38	-6.37	
571a	0.39	0.75	0.012	2.906	842.15	-35.16	
572a	2.70	1.67	0.431	2.294	640.24	86.51	
572b	2.34	1.33	0.012	1.851	464.07	-89.54	
573a	1.58	1.11	0.174	0.064	2.57	-22.76	
573b	1.74	1.14	0.026	0.304	26.60	55.82	
574a	1.51	1.08	0.208	2.689	836.73	-70.60	
575a	2.70	1.57	0.069	0.068	3.64	-72.33	
575b	2.65	1.72	0.038	0.940	187.89	82.11	
575c	0.53	0.87	0.023	0.026	0.86	-27.61	
575d	3.01	1.82	0.067	0.162	13.38	-7.77	
576a	1.25	1.09	0.030	0.100	6.27	42.80	
576b	0.68	0.90	0.024	0.265	26.96	23.80	
577a	0.63	0.88	0.036	2.856	1031.54	-7.89	
578a	3.01	1.72	0.814	1.837	468.33	-79.10	
578b	2.84	1.51	0.073	1.875	482.82	-27.78	
579a	1.84	1.20	0.146	1.985	644.19	32.15	
580a	0.31	0.74	0.148	0.137	11.72	28.74	
580b	1.37	1.06	0.011	2.899	1137.24	-19.07	
581a	1.70	1.13	0.558	0.071	4.32	-38.37	
582a	0.75	0.95	0.177	1.515	344.97	67.37	
582b	2.95	1.35	0.079	0.240	21.70	-60.63	
583a	2.10	1.34	0.126	1.554	387.76	-74.61	
584a	0.57	0.87	0.351	1.825	615.98	-48.34	
585a	0.20	0.66	0.136	1.790	575.95	-25.89	
586a	1.92	1.18	0.082	0.242	18.55	8.97	
586b	1.11	1.03	0.059	0.037	1.13	21.02	
586c	0.41	0.79	0.177	0.180	11.89	-54.64	
586d	1.99	1.18	0.024	2.850	751.82	61.48	
587a	2.22	1.15	0.489	2.346	802.94	43.82	
588a	0.94	1.00	0.049	2.772	1002.38	62.69	
589a	0.88	0.98	0.032	0.165	8.66	-30.14	
589b	0.61	0.87	0.298	0.901	110.64	25.87	
589c	0.41	0.75	0.956	0.276	18.72	-71.53	
589d	1.39	1.11	0.021	0.844	100.34	-47.17	
590a	2.59	1.36	0.145	0.693	115.94	48.13	
591a	1.32	1.07	0.015	1.522	377.47	46.27	
592a	2.11	1.29	0.019	1.681	406.65	60.72	
593a	0.69	0.89	0.083	2.508	853.31	5.19	
593b	1.04	1.03	0.039	0.022	0.69	32.18	
594a	2.15	1.33	0.393	2.239	594.07	-85.62	
595a	2.10	1.20	0.775	1.876	477.33	-49.75	
596a	0.16	0.59	0.015	0.131	10.47	-25.76	
596b	1.03	0.98	0.060	0.714	132.62	-18.09	
596c	1.57	1.10	0.041	0.010	0.23	-56.84	
596d	3.04	1.55	0.012	0.912	191.26	-28.36	
597a	1.77	1.19	0.900	2.375	804.17	-47.89	
598a	2.92	1.38	0.073	0.311	38.13	60.97	
598b	1.25	1.10	0.162	0.402	56.04	21.94	
598c	2.90	1.76	0.029	0.018	0.54	33.70	
599a	1.37	1.06	0.075	2.532	781.28	-63.05	
600a	0.34	0.72	0.046	2.011	606.19	37.94	
601a	2.84	1.54	0.011	1.519	395.92	6.78	
601b	2.00	1.26	0.015	2.294	734.65	87.84	
602a	2.32	1.24	0.057	0.074	3.39	28.05	
602b	1.85	1.15	0.070	2.948	857.39	-9.10	
602c	0.41	0.78	0.901	0.057	2.33	82.14	
603a	3.00	1.61	0.085	0.050	2.08	-82.16	
603b	0.71	0.91	0.231	0.025	0.72	13.13	
604a	1.81	1.22	0.240	1.661	394.56	80.68	
