ID	Mass	[Fe/H]	Radius	Type	Teff	Tms	Nplan	
0	1.0	1.0	1.0	G	5700	10	5	
2146	0.94	0.07	0.97	G	5358	12.040	1
2147	1.17	0.02	1.07	F	6669	6.244	1
2148	0.96	0.03	0.98	G	5472	11.303	1
2149	0.94	0.00	0.97	G	5358	12.040	2
2150	0.92	-0.05	0.96	G	5244	12.842	1
2151	1.01	0.00	1.00	G	5757	9.706	1
2152	0.88	0.01	0.95	G	5016	14.674	4
2153	1.10	0.07	1.04	F	6270	7.513	4
2154	0.97	0.01	0.99	G	5529	10.957	1
2155	1.04	-0.03	1.02	G	5928	8.890	4
2156	1.08	0.04	1.03	F	6156	7.938	1
2157	0.91	-0.03	0.96	G	5187	13.270	1
2158	0.87	0.08	0.94	G	4959	15.186	1
2159	1.21	0.03	1.09	F	6897	5.645	3
2160	0.97	-0.01	0.99	G	5529	10.957	1
2161	0.87	0.02	0.94	G	4959	15.186	4
2162	0.83	-0.02	0.92	G	4731	17.489	3
2163	1.21	0.34	1.08	F	6891	5.659	3
2164	0.84	-0.09	0.93	G	4788	16.872	1
2165	0.85	-0.02	0.93	G	4845	16.283	3
2166	1.08	-0.02	1.03	F	6156	7.938	1
2167	1.01	0.03	1.00	G	5757	9.706	5
2168	1.01	0.03	1.00	G	5757	9.706	4
2169	1.01	0.03	1.00	G	5757	9.706	1
2170	1.02	-0.02	1.01	G	5814	9.423	4
2171	0.91	0.02	0.96	G	5187	13.270	1
2172	0.91	0.02	0.96	G	5187	13.270	1
2173	1.13	0.01	1.05	F	6440	6.931	1
2174	0.84	-0.02	0.93	G	4788	16.872	1
2175	1.00	-0.02	1.00	G	5700	10.000	1
2176	1.09	0.06	1.04	F	6213	7.722	1
2177	0.64	0.03	0.82	K	3619	39.055	1
2178	1.10	0.12	1.04	F	6270	7.513	1
2179	1.10	0.12	1.04	F	6270	7.513	1
2180	1.01	0.06	1.00	G	5757	9.706	1
2181	0.98	0.04	0.99	G	5586	10.625	1
2182	0.98	-0.01	0.99	G	5586	10.625	2
2183	0.85	-0.07	0.93	G	4845	16.283	1
2184	0.73	-0.07	0.87	K	4161	25.706	3
2185	0.98	-0.02	0.99	G	5586	10.625	1
2186	0.98	-0.02	0.99	G	5586	10.625	1
2187	0.51	-0.07	0.75	K	2907	75.386	3
2188	1.05	0.08	1.02	F	5985	8.638	1
2189	1.09	0.05	1.04	F	6213	7.722	3
2190	1.09	0.05	1.04	F	6213	7.722	1
2191	0.69	-0.21	0.85	K	3932	30.441	1
2192	1.15	0.03	1.06	F	6554	6.575	1
2193	0.72	-0.02	0.87	K	4104	26.792	5
2194	0.64	-0.09	0.83	K	3648	38.147	1
2195	0.90	-0.03	0.96	G	5130	13.717	1
2196	1.10	-0.06	1.04	F	6270	7.513	1
2197	1.04	0.10	1.02	G	5928	8.890	1
2198	1.04	0.10	1.02	G	5928	8.890	2
2199	1.01	0.01	1.00	G	5757	9.706	1
2200	1.30	0.05	1.12	F	7410	4.552	3
2201	1.00	0.04	1.00	G	5700	10.000	1
2202	0.93	0.01	0.97	G	5301	12.432	1
2203	1.02	0.03	1.01	G	5814	9.423	1
2204	1.24	0.23	1.10	F	7068	5.245	1
2205	0.91	0.11	0.96	G	5187	13.270	1
2206	1.02	-0.05	1.01	G	5814	9.423	4
2207	1.03	-0.18	1.01	G	5871	9.151	1
2208	1.33	0.41	1.13	F	7581	4.251	1
2209	0.85	-0.02	0.93	G	4845	16.283	1
2210	1.64	0.38	1.24	A	9348	2.267	1
2211	0.88	0.04	0.95	G	5016	14.674	5
2212	1.14	0.23	1.06	F	6497	6.750	4
2213	1.01	0.15	1.00	G	5757	9.706	1
2214	1.02	0.15	1.01	G	5814	9.423	3
2215	1.40	0.06	1.16	F	7979	3.644	1
2216	1.00	0.13	1.00	G	5700	10.000	2
2217	1.49	0.08	1.19	A	8493	3.023	1
2218	1.13	-0.01	1.05	F	6440	6.931	1
2219	0.93	-0.07	0.97	G	5301	12.432	3
2220	1.03	-0.14	1.01	G	5871	9.151	1
2221	1.05	0.21	1.02	F	5985	8.638	1
2222	0.97	-0.17	0.99	G	5529	10.957	2
2223	1.20	0.17	1.08	F	6834	5.802	1
2224	1.20	0.17	1.08	F	6834	5.802	3
2225	1.20	0.17	1.08	F	6834	5.802	1
2226	1.08	0.13	1.03	F	6156	7.938	3
2227	0.92	-0.04	0.96	G	5244	12.842	1
2228	0.97	0.17	0.99	G	5529	10.957	1
2229	1.02	0.23	1.01	G	5814	9.423	1
2230	1.02	0.23	1.01	G	5814	9.423	1
2231	1.04	0.04	1.02	G	5928	8.890	1
2232	1.15	0.00	1.06	F	6554	6.575	1
2233	0.86	-0.04	0.94	G	4902	15.722	1
2234	1.01	0.03	1.00	G	5757	9.706	1
2235	0.63	-0.04	0.82	K	3591	39.992	2
2236	0.79	0.02	0.90	K	4503	20.282	2
2237	1.04	0.01	1.02	G	5916	8.941	1
2238	0.75	-0.07	0.88	K	4275	23.704	1
2239	0.70	-0.05	0.86	K	3989	29.155	4
2240	0.79	-0.03	0.90	K	4503	20.282	1
2241	0.86	0.03	0.94	G	4902	15.722	2
2242	1.01	0.07	1.00	G	5757	9.706	1
2243	0.79	-0.03	0.90	K	4503	20.282	1
2244	1.03	0.01	1.01	G	5871	9.151	1
2245	0.91	0.15	0.96	G	5187	13.270	1
2246	0.87	-0.06	0.94	G	4959	15.186	1
2247	1.15	0.14	1.06	F	6554	6.575	1
2248	0.86	0.01	0.94	G	4930	15.451	2
2249	0.99	0.07	1.00	G	5643	10.306	1
2250	0.97	0.08	0.99	G	5529	10.957	1
2251	0.95	-0.01	0.98	G	5415	11.664	1
2252	0.88	0.00	0.95	G	5016	14.674	2
2253	0.60	-0.27	0.80	K	3420	46.296	1
2254	0.79	-0.05	0.90	K	4503	20.282	1
2255	0.51	-0.02	0.75	K	2907	75.386	1
2256	1.00	0.06	1.00	G	5700	10.000	1
2257	0.94	0.07	0.97	G	5358	12.040	1
2258	0.87	-0.09	0.94	G	4959	15.186	1
2259	1.08	0.12	1.03	F	6150	7.960	1
2260	1.08	0.12	1.03	F	6150	7.960	4
2261	1.08	0.12	1.03	F	6150	7.960	1
2262	1.08	0.13	1.03	F	6156	7.938	2
2263	0.80	-0.04	0.91	K	4560	19.531	4
2264	0.92	-0.05	0.96	G	5244	12.842	1
2265	0.96	-0.03	0.98	G	5472	11.303	3
2266	0.89	-0.11	0.95	G	5073	14.185	1
2267	1.11	0.15	1.05	F	6327	7.312	2
2268	0.94	-0.07	0.97	G	5358	12.040	1
2269	0.77	-0.04	0.89	K	4389	21.904	1
2270	0.98	0.02	0.99	G	5586	10.625	1
2271	0.91	-0.01	0.96	G	5187	13.270	1
2272	0.81	-0.29	0.91	G	4617	18.817	1
2273	1.11	0.19	1.05	F	6327	7.312	1
2274	0.53	0.04	0.76	K	3021	67.170	2
2275	0.90	-0.01	0.96	G	5130	13.717	4
2276	0.76	-0.10	0.89	K	4332	22.780	1
2277	0.97	0.00	0.99	G	5529	10.957	1
2278	0.84	-0.01	0.93	G	4788	16.872	1
2279	1.06	0.07	1.03	F	6042	8.396	1
2280	0.92	-0.01	0.96	G	5244	12.842	4
2281	0.94	-0.03	0.97	G	5358	12.040	1
2282	0.81	-0.26	0.91	G	4617	18.817	4
2283	1.36	0.11	1.14	F	7752	3.975	1
2284	0.98	0.04	0.99	G	5586	10.625	1
2285	0.88	0.00	0.95	G	5016	14.674	1
2286	0.90	0.00	0.96	G	5130	13.717	1
2287	1.18	0.05	1.07	F	6726	6.086	1
2288	0.97	0.09	0.99	G	5529	10.957	1
2289	0.53	0.07	0.76	K	3021	67.170	3
2290	0.87	-0.06	0.94	G	4959	15.186	1
2291	0.80	-0.12	0.91	K	4560	19.531	1
2292	0.97	0.01	0.99	G	5529	10.957	1
2293	0.80	-0.08	0.91	K	4560	19.531	2
2294	0.92	-0.20	0.97	G	5261	12.717	1
2295	0.94	-0.04	0.97	G	5358	12.040	1
2296	0.84	-0.04	0.93	G	4788	16.872	1
2297	0.84	-0.03	0.93	G	4788	16.872	1
2298	0.84	-0.03	0.93	G	4788	16.872	1
2299	0.98	-0.03	0.99	G	5586	10.625	5
2300	1.09	0.04	1.04	F	6213	7.722	2
2301	1.04	0.02	1.02	G	5928	8.890	1
2302	0.83	0.00	0.92	G	4731	17.489	3
2303	0.88	-0.12	0.95	G	5016	14.674	1
2304	1.18	0.06	1.07	F	6726	6.086	3
2305	0.99	-0.02	1.00	G	5643	10.306	2
2306	0.95	0.00	0.98	G	5415	11.664	3
2307	0.82	-0.01	0.92	G	4674	18.137	1
2308	1.03	0.02	1.01	G	5871	9.151	1
2309	1.03	0.02	1.01	G	5871	9.151	1
2310	0.92	0.00	0.96	G	5244	12.842	1
2311	0.90	-0.02	0.96	G	5130	13.717	1
2312	0.88	-0.01	0.95	G	5016	14.674	1
2313	0.88	-0.09	0.95	G	5016	14.674	1
2314	0.89	-0.01	0.95	G	5073	14.185	1
2315	0.95	-0.03	0.98	G	5415	11.664	1
2316	0.94	-0.05	0.97	G	5358	12.040	1
2317	1.00	0.07	1.00	G	5700	10.000	3
2318	1.03	0.04	1.01	G	5871	9.151	4
2319	0.49	-0.01	0.74	K	2793	84.999	3
2320	0.49	-0.01	0.74	K	2793	84.999	1
2321	0.90	0.01	0.96	G	5130	13.717	1
2322	0.85	-0.17	0.93	G	4845	16.283	2
2323	0.85	0.07	0.93	G	4845	16.283	1
2324	0.86	0.03	0.94	G	4902	15.722	1
2325	0.51	-0.24	0.75	K	2907	75.386	2
2326	0.86	-0.09	0.94	G	4902	15.722	1
2327	0.93	-0.08	0.97	G	5301	12.432	1
2328	1.40	0.34	1.16	F	7979	3.644	3
2329	0.91	0.03	0.96	G	5187	13.270	1
2330	1.16	0.07	1.07	F	6611	6.407	1
2331	0.76	0.07	0.89	K	4332	22.780	4
2332	0.94	0.01	0.97	G	5358	12.040	1
2333	0.94	0.00	0.97	G	5358	12.040	4
2334	1.04	0.06	1.02	G	5928	8.890	1
2335	0.91	0.09	0.96	G	5187	13.270	1
2336	0.82	-0.03	0.92	G	4674	18.137	1
2337	1.07	0.08	1.03	F	6099	8.163	3
2338	0.79	-0.11	0.90	K	4503	20.282	3
2339	0.88	-0.07	0.95	G	5016	14.674	3
2340	1.15	0.03	1.06	F	6554	6.575	1
2341	1.15	0.03	1.06	F	6554	6.575	1
2342	0.87	-0.06	0.94	G	4959	15.186	1
2343	0.87	-0.08	0.94	G	4959	15.186	2
2344	0.68	-0.03	0.85	K	3876	31.803	3
2345	1.06	0.05	1.03	F	6042	8.396	3
2346	0.82	-0.01	0.92	G	4674	18.137	1
2347	0.82	-0.01	0.92	G	4674	18.137	1
2348	0.82	-0.19	0.92	G	4674	18.137	1
2349	1.08	0.02	1.03	F	6156	7.938	1
2350	1.16	-0.10	1.07	F	6611	6.407	1
2351	1.16	-0.10	1.07	F	6611	6.407	1
2352	1.16	-0.10	1.07	F	6611	6.407	1
2353	1.16	-0.10	1.07	F	6611	6.407	5
2354	1.04	0.06	1.02	G	5928	8.890	1
2355	1.20	-0.10	1.08	F	6840	5.787	1
2356	0.89	0.08	0.95	G	5073	14.185	1
2357	0.89	0.08	0.95	G	5073	14.185	3
2358	0.95	-0.09	0.98	G	5415	11.664	1
2359	1.06	0.02	1.03	F	6042	8.396	2
2360	0.84	0.01	0.93	G	4788	16.872	1
2361	0.92	-0.06	0.96	G	5244	12.842	4
2362	1.05	0.04	1.02	F	5985	8.638	4
2363	1.10	0.09	1.04	F	6270	7.513	1
2364	0.96	-0.05	0.98	G	5472	11.303	3
2365	0.82	-0.03	0.92	G	4674	18.137	1
2366	1.19	0.06	1.08	F	6783	5.934	3
2367	1.19	0.06	1.08	F	6783	5.934	1
2368	0.95	0.20	0.98	G	5415	11.664	5
2369	0.94	-0.01	0.97	G	5358	12.040	1
2370	0.94	-0.01	0.97	G	5358	12.040	1
2371	0.94	-0.01	0.97	G	5358	12.040	1
2372	1.03	0.01	1.01	G	5871	9.151	2
2373	0.98	0.03	0.99	G	5586	10.625	1
2374	1.04	0.05	1.02	G	5928	8.890	1
2375	1.57	0.04	1.21	A	8949	2.584	1
2376	0.92	-0.04	0.96	G	5244	12.842	1
2377	0.83	0.05	0.92	G	4731	17.489	1
2378	0.58	-0.17	0.79	K	3305	51.253	1
2379	0.81	-0.09	0.91	G	4617	18.817	4
2380	0.46	-0.43	0.72	K	2622	102.737	1
2381	0.81	-0.14	0.91	G	4617	18.817	1
2382	1.01	0.05	1.00	G	5757	9.706	1
2383	0.81	-0.10	0.91	G	4617	18.817	1
2384	0.98	-0.14	0.99	G	5586	10.625	1
2385	0.93	0.01	0.97	G	5301	12.432	4
2386	1.00	0.07	1.00	G	5700	10.000	1
2387	0.77	-0.02	0.89	K	4389	21.904	1
2388	0.81	0.09	0.91	G	4617	18.817	1
2389	0.65	-0.09	0.83	K	3705	36.413	2
2390	1.16	0.05	1.07	F	6611	6.407	3
2391	1.01	-0.06	1.00	G	5757	9.706	4
2392	0.84	-0.05	0.93	G	4788	16.872	5
2393	1.30	0.06	1.12	F	7410	4.552	1
2394	1.09	0.08	1.04	F	6213	7.722	1
2395	0.98	0.00	0.99	G	5586	10.625	4
2396	1.19	0.34	1.08	F	6783	5.934	3
2397	0.94	-0.02	0.97	G	5358	12.040	1
2398	0.93	0.09	0.97	G	5301	12.432	1
2399	0.96	-0.02	0.98	G	5472	11.303	1
2400	1.19	0.03	1.08	F	6783	5.934	1
2401	0.95	-0.07	0.98	G	5415	11.664	1
2402	1.21	-0.06	1.09	F	6914	5.603	2
2403	0.85	-0.09	0.93	G	4845	16.283	1
2404	0.67	-0.17	0.84	K	3819	33.249	1
2405	0.93	0.06	0.97	G	5301	12.432	1
2406	1.05	0.02	1.02	F	5985	8.638	1
2407	1.01	0.00	1.00	G	5757	9.706	4
2408	1.01	0.00	1.00	G	5757	9.706	2
2409	1.19	-0.06	1.08	F	6783	5.934	1
2410	0.99	0.00	1.00	G	5643	10.306	3
2411	1.04	-0.04	1.02	G	5928	8.890	3
2412	0.76	0.05	0.89	K	4332	22.780	1
2413	0.99	0.04	1.00	G	5643	10.306	2
2414	0.65	-0.20	0.83	K	3693	36.751	2
2415	1.03	0.10	1.01	G	5871	9.151	3
2416	1.01	0.05	1.00	G	5757	9.706	1
2417	1.45	0.02	1.17	A	8265	3.280	1
2418	0.95	-0.13	0.98	G	5415	11.664	2
2419	1.15	0.01	1.06	F	6554	6.575	1
2420	1.25	-0.03	1.10	F	7125	5.120	1
2421	0.90	0.16	0.96	G	5130	13.717	1
2422	1.03	0.02	1.01	G	5871	9.151	1
2423	0.94	-0.08	0.97	G	5358	12.040	2
2424	0.86	-0.06	0.94	G	4902	15.722	1
2425	0.85	0.15	0.93	G	4845	16.283	4
2426	0.85	0.15	0.93	G	4845	16.283	1
2427	0.85	0.15	0.93	G	4845	16.283	1
2428	0.85	0.15	0.93	G	4845	16.283	1
2429	1.23	0.09	1.09	F	7011	5.374	1
2430	0.84	-0.03	0.93	G	4788	16.872	1
2431	1.06	0.04	1.03	F	6042	8.396	1
2432	0.98	0.06	0.99	G	5586	10.625	1
2433	1.15	0.14	1.06	F	6554	6.575	4
2434	1.03	-0.08	1.01	G	5871	9.151	3
2435	1.03	-0.08	1.01	G	5871	9.151	1
2436	1.05	-0.12	1.02	F	5985	8.638	1
2437	0.93	-0.06	0.97	G	5301	12.432	1
2438	0.81	-0.02	0.91	G	4617	18.817	3
2439	0.98	0.03	0.99	G	5586	10.625	1
2440	0.66	-0.20	0.84	K	3784	34.158	1
2441	1.07	-0.02	1.03	F	6099	8.163	4
2442	0.99	0.02	1.00	G	5643	10.306	2
2443	0.92	-0.08	0.96	G	5244	12.842	1
2444	0.64	-0.18	0.83	K	3648	38.147	1
2445	0.70	-0.13	0.86	K	3989	29.155	1
2446	1.08	0.08	1.03	F	6156	7.938	1
2447	1.03	-0.01	1.01	G	5871	9.151	1
2448	0.85	-0.18	0.93	G	4845	16.283	1
2449	0.98	-0.06	0.99	G	5586	10.625	2
2450	1.22	0.29	1.09	F	6954	5.507	1
2451	1.02	-0.20	1.01	G	5825	9.368	1
2452	1.04	0.00	1.02	G	5928	8.890	1
2453	0.85	-0.09	0.93	G	4845	16.283	3
2454	0.78	-0.02	0.90	K	4446	21.073	1
2455	1.02	0.05	1.01	G	5814	9.423	1
2456	0.59	-0.24	0.80	K	3363	48.690	2
2457	0.79	0.01	0.90	K	4503	20.282	1
2458	0.94	0.00	0.97	G	5358	12.040	1
2459	0.83	0.15	0.92	G	4731	17.489	1
2460	1.01	0.15	1.00	G	5757	9.706	1
2461	1.23	0.12	1.09	F	7011	5.374	1
2462	1.06	0.03	1.03	F	6042	8.396	1
2463	0.89	-0.07	0.95	G	5073	14.185	1
2464	1.19	0.22	1.08	F	6783	5.934	1
2465	1.30	0.07	1.12	F	7410	4.552	1
2466	1.17	0.04	1.07	F	6669	6.244	1
2467	1.03	0.06	1.01	G	5871	9.151	1
2468	0.96	0.12	0.98	G	5472	11.303	1
2469	0.99	0.02	1.00	G	5643	10.306	1
2470	0.96	-0.04	0.98	G	5472	11.303	1
2471	0.81	-0.02	0.91	G	4617	18.817	1
2472	0.94	-0.08	0.97	G	5358	12.040	2
2473	1.04	0.09	1.02	G	5928	8.890	1
2474	0.82	0.01	0.92	G	4674	18.137	1
2475	0.88	0.04	0.95	G	5016	14.674	1
2476	0.96	-0.03	0.98	G	5472	11.303	1
2477	1.00	0.04	1.00	G	5700	10.000	1
2478	0.93	-0.01	0.97	G	5301	12.432	1
2479	0.75	-0.07	0.88	K	4275	23.704	3
2480	0.92	-0.02	0.96	G	5244	12.842	1
2481	0.93	-0.08	0.97	G	5301	12.432	1
2482	0.97	0.02	0.99	G	5529	10.957	4
2483	1.01	-0.01	1.00	G	5757	9.706	1
2484	1.11	0.09	1.05	F	6327	7.312	3
2485	1.05	0.04	1.02	F	5985	8.638	2
2486	1.18	0.07	1.07	F	6726	6.086	1
2487	1.09	0.03	1.04	F	6213	7.722	3
2488	1.06	0.03	1.03	F	6042	8.396	1
2489	0.81	-0.03	0.91	G	4617	18.817	2
2490	0.85	-0.06	0.93	G	4845	16.283	1
2491	0.81	-0.03	0.91	G	4617	18.817	2
2492	1.02	0.05	1.01	G	5814	9.423	1
2493	1.02	0.37	1.01	G	5825	9.368	3
2494	1.02	0.37	1.01	G	5825	9.368	4
2495	1.46	0.03	1.18	A	8322	3.213	2
2496	1.06	0.00	1.03	F	6042	8.396	1
2497	0.90	-0.03	0.96	G	5130	13.717	1
2498	1.06	-0.13	1.03	F	6042	8.396	1
2499	1.00	0.05	1.00	G	5700	10.000	1
2500	1.21	0.11	1.09	F	6897	5.645	1
2501	1.10	-0.01	1.04	F	6270	7.513	1
2502	1.19	0.08	1.08	F	6783	5.934	1
2503	1.19	0.08	1.08	F	6783	5.934	1
2504	0.97	-0.21	0.99	G	5529	10.957	2
2505	1.14	0.19	1.06	F	6497	6.750	1
2506	1.09	0.09	1.04	F	6213	7.722	1
2507	1.06	0.09	1.03	F	6042	8.396	3
2508	0.75	-0.04	0.88	K	4275	23.704	1
2509	1.00	-0.03	1.00	G	5700	10.000	4
2510	0.87	-0.25	0.94	G	4959	15.186	1
2511	0.65	-0.16	0.83	K	3705	36.413	1
2512	0.84	-0.10	0.93	G	4788	16.872	5
2513	1.03	0.04	1.01	G	5871	9.151	4
2514	0.65	-0.06	0.83	K	3705	36.413	2
2515	0.93	-0.06	0.97	G	5301	12.432	1
2516	1.00	0.17	1.00	G	5700	10.000	1
2517	1.00	0.17	1.00	G	5700	10.000	1
2518	1.00	0.17	1.00	G	5700	10.000	1
2519	1.13	-0.17	1.05	F	6440	6.931	1
2520	0.78	-0.01	0.90	K	4446	21.073	1
2521	0.59	-0.30	0.80	K	3363	48.690	1
2522	0.95	0.00	0.98	G	5415	11.664	1
2523	0.98	0.05	0.99	G	5586	10.625	1
2524	0.98	0.05	0.99	G	5586	10.625	1
2525	1.16	0.05	1.07	F	6611	6.407	1
2526	0.95	0.09	0.98	G	5415	11.664	1
2527	1.06	-0.09	1.03	F	6042	8.396	1
2528	1.08	-0.15	1.03	F	6156	7.938	1
2529	1.11	0.15	1.05	F	6327	7.312	4
2530	1.17	0.08	1.07	F	6669	6.244	1
2531	1.31	0.11	1.12	F	7467	4.448	4
2532	1.26	0.12	1.10	F	7182	4.999	3
2533	1.34	0.03	1.13	F	7638	4.156	1
2534	1.07	0.02	1.03	F	6099	8.163	2
2535	0.63	-0.52	0.82	K	3591	39.992	1
2536	1.10	0.22	1.04	F	6270	7.513	1
2537	1.21	0.08	1.09	F	6897	5.645	2
2538	0.85	-0.05	0.93	G	4845	16.283	1
2539	0.80	-0.38	0.91	K	4560	19.531	1
2540	1.11	0.06	1.05	F	6327	7.312	1
2541	1.15	0.07	1.06	F	6554	6.575	1
2542	1.21	0.17	1.08	F	6891	5.659	2
2543	1.21	0.17	1.08	F	6891	5.659	4
2544	1.21	0.17	1.08	F	6891	5.659	2
2545	0.89	0.00	0.95	G	5073	14.185	4
2546	0.89	0.00	0.95	G	5073	14.185	1
2547	0.93	-0.12	0.97	G	5301	12.432	3
2548	0.95	-0.05	0.98	G	5415	11.664	3
2549	1.11	0.07	1.05	F	6327	7.312	1
2550	1.14	0.01	1.06	F	6497	6.750	1
2551	0.77	0.12	0.89	K	4389	21.904	1
2552	1.01	0.03	1.00	G	5757	9.706	4
2553	0.99	0.03	1.00	G	5643	10.306	1
2554	0.73	-0.11	0.87	K	4161	25.706	3
2555	1.01	-0.04	1.00	G	5757	9.706	1
2556	0.91	-0.18	0.96	G	5192	13.226	2
2557	1.25	0.04	1.10	F	7125	5.120	3
2558	0.86	-0.01	0.94	G	4902	15.722	1
2559	0.87	-0.01	0.94	G	4959	15.186	3
2560	0.87	-0.02	0.94	G	4959	15.186	1
2561	0.81	0.01	0.91	G	4617	18.817	1
2562	0.78	-0.01	0.90	K	4446	21.073	1
2563	0.92	0.05	0.96	G	5244	12.842	1
2564	1.15	0.08	1.06	F	6554	6.575	3
2565	1.15	0.08	1.06	F	6554	6.575	3
2566	0.92	-0.03	0.96	G	5244	12.842	1
2567	0.88	-0.12	0.95	G	5016	14.674	1
2568	0.81	0.34	0.91	G	4617	18.817	1
2569	0.81	0.34	0.91	G	4617	18.817	3
2570	0.97	-0.08	0.99	G	5529	10.957	1
2571	0.89	-0.15	0.95	G	5073	14.185	1
2572	0.81	0.09	0.91	G	4617	18.817	3
2573	0.86	-0.11	0.94	G	4902	15.722	1
2574	0.97	-0.01	0.99	G	5529	10.957	1
2575	0.94	-0.09	0.97	G	5358	12.040	1
2576	0.90	-0.07	0.96	G	5130	13.717	3
2577	0.96	-0.02	0.98	G	5472	11.303	2
2578	0.89	0.01	0.95	G	5073	14.185	1
2579	1.08	0.30	1.03	F	6156	7.938	2
2580	1.02	0.02	1.01	G	5814	9.423	2
2581	0.77	-0.01	0.89	K	4389	21.904	1
2582	1.00	0.06	1.00	G	5700	10.000	1
2583	0.82	0.02	0.92	G	4674	18.137	1
2584	0.89	0.02	0.95	G	5073	14.185	1
2585	1.10	0.02	1.04	F	6270	7.513	1
2586	0.81	-0.01	0.91	G	4617	18.817	2
2587	0.91	0.01	0.96	G	5187	13.270	2
2588	1.60	0.02	1.22	A	9120	2.441	1
2589	1.00	0.04	1.00	G	5700	10.000	1
2590	0.77	0.02	0.89	K	4389	21.904	1
2591	0.96	0.05	0.98	G	5472	11.303	5
2592	0.93	0.01	0.97	G	5301	12.432	1
2593	0.91	-0.02	0.96	G	5187	13.270	1
2594	0.93	0.03	0.97	G	5301	12.432	2
2595	1.05	0.03	1.02	F	5985	8.638	1
2596	1.02	0.04	1.01	G	5814	9.423	5
2597	0.84	-0.03	0.93	G	4788	16.872	1
2598	0.84	-0.03	0.93	G	4788	16.872	1
2599	0.76	0.13	0.89	K	4332	22.780	3
2600	0.76	0.13	0.89	K	4332	22.780	1
2601	0.92	0.22	0.96	G	5244	12.842	3
2602	0.92	0.22	0.96	G	5244	12.842	1
2603	0.70	-0.08	0.86	K	3989	29.155	3
2604	0.88	-0.06	0.95	G	5016	14.674	1
2605	1.15	0.04	1.06	F	6554	6.575	1
2606	0.86	-0.06	0.94	G	4902	15.722	1
2607	0.52	0.07	0.76	K	2964	71.120	1
2608	0.80	0.07	0.91	K	4560	19.531	1
2609	0.87	0.07	0.94	G	4959	15.186	2
2610	0.87	-0.01	0.94	G	4959	15.186	1
2611	1.07	-0.01	1.03	F	6099	8.163	1
2612	0.87	-0.02	0.94	G	4959	15.186	1
2613	1.05	0.01	1.02	F	5985	8.638	1
2614	0.98	0.01	0.99	G	5586	10.625	1
2615	1.16	0.05	1.07	F	6611	6.407	1
2616	1.13	0.12	1.05	F	6440	6.931	4
2617	0.96	0.04	0.98	G	5472	11.303	1
2618	0.91	0.00	0.96	G	5187	13.270	2
2619	0.96	0.04	0.98	G	5472	11.303	1
2620	0.97	0.01	0.99	G	5529	10.957	4
2621	0.55	-0.32	0.77	K	3135	60.105	1
2622	0.82	0.01	0.92	G	4674	18.137	1
2623	1.05	0.01	1.02	F	5985	8.638	1
2624	1.05	0.01	1.02	F	5985	8.638	1
2625	0.64	-0.25	0.83	K	3648	38.147	1
2626	0.80	-0.04	0.91	K	4560	19.531	2
2627	0.57	0.03	0.79	K	3248	53.998	1
2628	0.56	-0.13	0.78	K	3192	56.942	1
2629	0.83	-0.07	0.92	G	4731	17.489	1
2630	1.09	0.03	1.04	F	6213	7.722	1
2631	1.22	0.05	1.09	F	6954	5.507	1
2632	1.12	0.07	1.05	F	6384	7.118	1
2633	1.29	0.05	1.12	F	7353	4.658	1
2634	1.07	0.07	1.03	F	6099	8.163	1
2635	1.10	-0.13	1.04	F	6270	7.513	1
2636	0.58	-0.23	0.79	K	3294	51.786	1
2637	1.01	-0.10	1.00	G	5757	9.706	1
2638	0.87	0.03	0.94	G	4959	15.186	1
2639	0.70	-0.17	0.86	K	3989	29.155	1
2640	0.82	-0.33	0.92	G	4674	18.137	1
2641	1.79	-0.03	1.28	A	10203	1.744	1
2642	1.13	-0.03	1.05	F	6440	6.931	1
2643	1.03	0.11	1.01	G	5853	9.232	1
2644	0.80	-0.37	0.91	K	4560	19.531	1
2645	0.83	0.42	0.92	G	4731	17.489	1
2646	1.63	-0.02	1.23	A	9291	2.309	1
2647	0.92	0.20	0.96	G	5244	12.842	4
2648	0.94	0.01	0.97	G	5358	12.040	1
2649	0.94	0.01	0.97	G	5358	12.040	1
2650	0.95	0.02	0.98	G	5415	11.664	3
2651	0.86	-0.03	0.94	G	4902	15.722	1
2652	0.98	-0.28	0.99	G	5586	10.625	1
2653	0.86	-0.16	0.94	G	4902	15.722	2
2654	1.22	0.00	1.09	F	6954	5.507	1
2655	1.22	0.00	1.09	F	6954	5.507	1
2656	1.10	-0.17	1.04	F	6270	7.513	2
2657	0.83	0.23	0.92	G	4731	17.489	3
2658	0.83	0.23	0.92	G	4731	17.489	1
2659	0.46	0.00	0.72	K	2622	102.737	1
2660	0.93	0.24	0.97	G	5301	12.432	4
2661	0.96	-0.19	0.98	G	5472	11.303	1
2662	0.91	-0.21	0.96	G	5187	13.270	2
2663	0.63	-0.20	0.82	K	3602	39.614	1
2664	2.17	0.07	1.39	None	12369	0.979	1
2665	1.07	-0.38	1.03	F	6099	8.163	1
2666	0.94	-0.24	0.97	G	5358	12.040	1
2667	0.53	-0.07	0.76	K	2998	68.714	1
2668	0.98	-0.46	0.99	G	5586	10.625	1
2669	0.86	-0.14	0.94	G	4902	15.722	1
2670	1.02	0.34	1.01	G	5814	9.423	1
2671	0.95	0.48	0.98	G	5415	11.664	1
2672	0.87	0.09	0.94	G	4959	15.186	1
